cod_contrato,nombre_contrato,monto,contenido,condiciones_contrato,id_contrato,fecha_contrato,id_version,id_solicitud
377,Contrato de Mantenimiento,20836.68,Se definen las obligaciones relativas a contrato de mantenimiento y su cronograma.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,377,2020-12-22,35,SOL-3797
378,Contrato de Suministro,12176.33,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,378,2020-11-28,6,SOL-1128
379,Convenio de Licencia,70637.85,Se definen las obligaciones relativas a convenio de licencia y su cronograma.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,379,2020-10-25,40,SOL-6946
380,Acuerdo de Servicio,57003.78,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,380,2020-07-17,27,SOL-1461
381,Contrato de Soporte,12530.83,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Actualización de precios anual previa negociación.,381,2023-05-30,40,SOL-9546
382,Contrato de Consultoría,28837.52,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,382,2023-03-29,7,SOL-2124
383,Contrato de Desarrollo,98109.1,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Garantía de 12 meses para el servicio prestado. Penalización del 5% por retrasos en la entrega.,383,2022-11-19,9,SOL-5090
384,Convenio de Licencia,40826.26,Este contrato establece los términos para convenio de licencia.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,384,2022-11-24,9,SOL-5772
385,Contrato de Distribución,74295.94,El objetivo principal es regular contrato de distribución bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,385,2023-09-27,20,SOL-5864
386,Convenio de Licencia,54539.02,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,386,2022-02-21,23,SOL-4343
387,Contrato de Compra-Venta,25845.6,El objetivo principal es regular contrato de compra-venta bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,387,2020-02-28,15,SOL-9349
388,Contrato de Compra-Venta,75531.32,Este contrato establece los términos para contrato de compra-venta.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,388,2022-06-16,40,SOL-4839
389,Contrato de Consultoría,4331.61,El objetivo principal es regular contrato de consultoría bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Pago dentro de 30 días tras la recepción de la factura.,389,2020-09-08,2,SOL-4828
390,Contrato de Desarrollo,57295.31,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,390,2021-03-19,46,SOL-3561
391,Contrato de Desarrollo,2393.09,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,391,2020-08-26,26,SOL-1630
392,Contrato de Desarrollo,66307.08,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,392,2025-03-17,13,SOL-1271
393,Contrato de Arrendamiento,31560.59,Este contrato establece los términos para contrato de arrendamiento.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,393,2023-01-04,37,SOL-8857
394,Contrato de Soporte,10340.62,Las partes acuerdan ejecutar contrato de soporte según lo pactado.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,394,2024-05-28,46,SOL-4033
395,Contrato de Consultoría,50863.49,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Penalización del 5% por retrasos en la entrega. Rescisión con preaviso de 60 días.,395,2022-01-27,12,SOL-5468
396,Contrato de Mantenimiento,10906.47,Este contrato establece los términos para contrato de mantenimiento.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,396,2022-06-13,2,SOL-5962
397,Contrato de Arrendamiento,5133.47,El objetivo principal es regular contrato de arrendamiento bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,397,2023-01-18,3,SOL-1866
398,Contrato de Desarrollo,38347.21,Este contrato establece los términos para contrato de desarrollo.,Actualización de precios anual previa negociación. Revisión trimestral de cumplimiento de KPI.,398,2022-06-30,16,SOL-2610
399,Contrato de Suministro,75128.94,Este contrato establece los términos para contrato de suministro.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,399,2020-11-23,34,SOL-7720
400,Contrato de Mantenimiento,35414.34,Este contrato establece los términos para contrato de mantenimiento.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,400,2021-01-08,2,SOL-1952
401,Contrato de Arrendamiento,88164.82,Se describen las responsabilidades mutuas en torno a contrato de arrendamiento.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,401,2025-04-13,25,SOL-5142
402,Contrato de Compra-Venta,21579.92,Este contrato establece los términos para contrato de compra-venta.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,402,2023-11-06,8,SOL-6287
403,Contrato de Mantenimiento,18531.44,El objetivo principal es regular contrato de mantenimiento bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Pago dentro de 30 días tras la recepción de la factura.,403,2023-06-03,49,SOL-3332
404,Contrato de Consultoría,57902.12,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,404,2022-10-20,25,SOL-1809
405,Contrato de Suministro,39814.19,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Rescisión con preaviso de 60 días.,405,2022-08-24,19,SOL-3253
406,Contrato de Consultoría,91827.42,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Actualización de precios anual previa negociación. Pago dentro de 30 días tras la recepción de la factura.,406,2021-08-02,37,SOL-4057
407,Contrato de Desarrollo,57441.1,Las partes acuerdan ejecutar contrato de desarrollo según lo pactado.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,407,2023-06-26,32,SOL-5161
408,Contrato de Desarrollo,63524.57,Las partes acuerdan ejecutar contrato de desarrollo según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,408,2023-09-09,37,SOL-8830
409,Contrato de Distribución,8942.74,El objetivo principal es regular contrato de distribución bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,409,2021-12-04,47,SOL-5711
410,Contrato de Distribución,38267.54,Este contrato establece los términos para contrato de distribución.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,410,2023-08-10,20,SOL-6986
411,Convenio de Licencia,56656.31,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,411,2025-04-26,37,SOL-2858
412,Contrato de Suministro,97007.16,Este contrato establece los términos para contrato de suministro.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,412,2022-07-09,7,SOL-2591
413,Convenio de Licencia,75217.99,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,413,2022-07-24,36,SOL-9273
414,Contrato de Desarrollo,4078.67,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,414,2023-09-29,10,SOL-5959
415,Contrato de Compra-Venta,33798.96,Las partes acuerdan ejecutar contrato de compra-venta según lo pactado.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,415,2024-09-27,38,SOL-6039
416,Contrato de Suministro,70274.28,Este contrato establece los términos para contrato de suministro.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,416,2020-07-18,5,SOL-8314
417,Contrato de Arrendamiento,40434.23,Este contrato establece los términos para contrato de arrendamiento.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,417,2023-11-02,35,SOL-8213
418,Contrato de Consultoría,65073.58,Este contrato establece los términos para contrato de consultoría.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,418,2022-02-17,25,SOL-3113
419,Contrato de Distribución,53899.82,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,419,2023-08-28,5,SOL-3449
420,Contrato de Desarrollo,36068.62,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,420,2021-06-17,33,SOL-7320
421,Contrato de Suministro,31979.88,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,421,2024-10-30,7,SOL-4259
422,Contrato de Distribución,37775.78,Las partes acuerdan ejecutar contrato de distribución según lo pactado.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,422,2023-09-23,15,SOL-5582
423,Convenio de Licencia,96260.59,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,423,2022-02-06,13,SOL-1884
424,Contrato de Desarrollo,53694.98,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Garantía de 12 meses para el servicio prestado. Penalización del 5% por retrasos en la entrega.,424,2024-03-16,26,SOL-7663
425,Convenio de Licencia,29725.9,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,425,2020-02-02,11,SOL-4798
426,Contrato de Soporte,55045.57,Se describen las responsabilidades mutuas en torno a contrato de soporte.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,426,2024-01-28,17,SOL-9209
427,Contrato de Consultoría,35081.64,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,427,2022-04-09,29,SOL-5835
428,Contrato de Desarrollo,86192.71,Este contrato establece los términos para contrato de desarrollo.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,428,2023-06-27,46,SOL-4006
429,Acuerdo de Servicio,65518.82,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,429,2023-11-21,18,SOL-1230
